Recipe ID,Recipe Name,All Ingredients,All Ingredients,Instructions,Key Ingredients,Servings,Practical Serving,Carbs,Protein,Fat,Fiber,Energy,Maximum Quantity,Cal/serving,Calculation,Easy to order?,Easy to carry?,Easy to cook?,Time to cook?,Flavour,Category,Macro Category,Base,Theme,Can be given in,Heavy Light,Diet Pref,Allergen,Can't be given in,"Country
Availability","Dish
Nationality",Tier,Cuisine,"Seasonality
(Availability)",Temperature,Commonality,Excite Level,,,Quantity per serving (in gms),Is Measured in?,Weight of measured amount,Carbs/100gm,Protein/100gm,Fat/100gm,Fiber/100gm,Energy/100gm
8801db9c-09aa-4457-a0ab-e7035390e559,Buckwheat Pulao,"{""1 cup Buckwheat Groats"",""2 cups Water"",""1 Onion, chopped"",""1 Tomato, chopped"",""1/4 cup Carrot, chopped"",""1/4 cup Peas"",""1/4 cup Beans, chopped"",""1/4 cup Broccoli, chopped"",""1 tsp Cumin Seeds"",""1 tsp Kitchen King Masala"",""1 tsp Ginger Garlic Paste"",""1 Green Chili, chopped"",""1/2 tsp Turmeric Powder"",""Salt to taste"",""2 tbsp Olive Oil"",""Fresh Coriander Leaves for garnish""}","1 cup Buckwheat Groats
2 cups Water
1 Onion
 chopped
1 Tomato
 chopped
1/4 cup Carrot
 chopped
1/4 cup Peas
1/4 cup Beans
 chopped
1/4 cup Broccoli
 chopped
1 tsp Cumin Seeds
1 tsp Kitchen King Masala
1 tsp Ginger Garlic Paste
1 Green Chili
 chopped
1/2 tsp Turmeric Powder
Salt to taste
2 tbsp Olive Oil
Fresh Coriander Leaves for garnish",,"Buckwheat - 170'g
Onion - 1
Tomato - 1
Carrot - 100'g
Peas - 30'g
Beans - 30'g
Broccoli - 25'g
Olive Oil - 1.5'tbsp",3,1 - 1.5 cup,154.45,30.79,36.7,25.49,1070.74,2.00,356.9,"buckwheat → direct: 170g | buckwheat → Carbs: 121.55, Protein: 22.61, Fat: 5.78, Fiber: 10.03, Energy: 628.32 | onion → 1 × 150g = 150g | onion → Carbs: 9.75, Protein: 1.65, Fat: 0.15, Fiber: 3.68, Energy: 46.95 | tomato → 1 × 123g = 123g | tomato → Carbs: 4.8, Protein: 1.11, Fat: 0.25, Fiber: 2.18, Energy: 25.71 | carrot → direct: 100g | carrot → Carbs: 6.5, Protein: 1, Fat: 0, Fiber: 4.49, Energy: 30 | peas → direct: 30g | peas → Carbs: 2.1, Protein: 1.62, Fat: 0.12, Fiber: 1.9, Energy: 15.96 | beans → direct: 30g | beans → Carbs: 8.1, Protein: 2.1, Fat: 0.3, Fiber: 2.37, Energy: 43.5 | broccoli → direct: 25g | broccoli → Carbs: 1.65, Protein: 0.7, Fat: 0.1, Fiber: 0.85, Energy: 10.3 | olive oil → 2'tbsp = 30g | olive oil → Carbs: 0, Protein: 0, Fat: 30, Fiber: 0, Energy: 270",,0,Medium,High,,Pulao,Rice,Buckwheat,,,,Vegan,"Gluten free, Lactose free, Nuts Free, Mushroom free",,India,,Both,,All Season,,2,,"Buckwheat
Onion
Tomato
Carrot
Peas
Beans
Broccoli
Olive Oil","170'g
1
1
100'g
30'g
30'g
25'g
1.5'tbsp",,Katori,200gm,25.74,5.13,6.12,4.25,178.46
881e6c85-934c-4083-902e-ddcab978cf69,Jaun Daliya,"{""Barley (Jaun): 1/2 cup"",""Milk: 2 cups"",""Water: 1 cup"",""Cardamom Powder: 1/4 tsp"",""Almonds: 1 tbsp (chopped)"",""Cashews: 1 tbsp (chopped)"",""Chopped Anjeer: 1 tbsp"",""Ghee: 1 tsp"",""Grated Apple: 1 (for natural sweetness)""}","Barley (Jaun): 1/2 cup
Milk: 2 cups
Water: 1 cup
Cardamom Powder: 1/4 tsp
Almonds: 1 tbsp (chopped)
Cashews: 1 tbsp (chopped)
Chopped Anjeer: 1 tbsp
Ghee: 1 tsp
Grated Apple: 1 (for natural sweetness)",,"Barley - 85'g
Milk - 2'cup
Almond - 1'tbsp
Cashew - 1'tbsp
Fig - 1'tbsp
Ghee - 1'tsp
Apple - 1",3.5,1 Cup,120.81,31.99,25.5,21.24,837.66,2.00,239.3,"barley → direct: 85g | barley → Carbs: 66.05, Protein: 8.41, Fat: 1.02, Fiber: 13.29, Energy: 306.85 | milk → 2'cup = 500g | milk → Carbs: 25, Protein: 17, Fat: 5, Fiber: 0, Energy: 211 | almond → 1'tbsp = 15g | almond → Carbs: 3.24, Protein: 3.18, Fat: 7.49, Fiber: 1.96, Energy: 93.03 | cashew → 1'tbsp = 15g | cashew → Carbs: 4.53, Protein: 2.73, Fat: 6.59, Fiber: 0.58, Energy: 88.25 | fig → 1'tbsp = 15g | fig → Carbs: 2.88, Protein: 0.12, Fat: 0.05, Fiber: 0.7, Energy: 12.36 | ghee → 1'tsp = 5g | ghee → Carbs: 0, Protein: 0, Fat: 5, Fiber: 0, Energy: 45 | apple → 1 × 182g = 182g | apple → Carbs: 19.11, Protein: 0.55, Fat: 0.36, Fiber: 4.71, Energy: 81.17",,,,,,Porridge,,,,,,,,,,,,,,,,,"Barley
Milk
Almond
Cashew
Fig
Ghee
Apple","85'g
2'cup
1'tbsp
1'tbsp
1'tbsp
1'tsp
1",,medium bowl,200ml,17.26,4.57,3.64,3.03,119.67
887c4dfb-559a-4a50-a4b9-2aa8412d285a,Orange Raita,"{""Curd - 0.5 cup"",""Cumin Powder - 1 tsp"",""Orange - 0.5""}","Curd - 0.5 cup
Cumin Powder - 1 tsp
Orange - 0.5",,"Curd - 0.5'cup
Orange - 0.5",1,1 Katori (100-120 gm),14.73,5.05,4.2,0.97,116.98,1.50,117.0,"curd → 0.5'cup = 125g | curd → Carbs: 5.88, Protein: 4.38, Fat: 4.13, Fiber: 0, Energy: 78.13 | orange → 0.5 × 150g = 75g | orange → Carbs: 8.85, Protein: 0.68, Fat: 0.08, Fiber: 0.97, Energy: 38.85",,0,Easy,Medium,,Raita,curd based,Orange,,,,Vegetarian,"Gluten free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,0,,"Curd
Orange","0.5'cup
0.5",,Katori,150ml,9.82,3.37,2.80,0.65,77.99
88f332b0-f21d-47ef-a603-ddccdf7057ec,Tilachi Chutney (Sesame Seeds Chutney),"{""Sesame Seeds (Til)-1/4 cup"",""Cumin Seeds- 1/4 tsp"",""Desiccated Coconut-2 tbsp"",""Garlic Clove -2"",""Chilli flakes-1/4 tsp"",""Salt, to taste""}","Sesame Seeds (Til)-1/4 cup
Cumin Seeds- 1/4 tsp
Desiccated Coconut-2 tbsp
Garlic Clove -2
Chilli flakes-1/4 tsp
Salt
 to taste",,"Sesame Seeds - 35'g
Dry coconut - 2'tbsp",3,1 tbsp,10.63,8.38,36.37,10.79,403.28,2.00,134.4,"sesame seeds → direct: 35g | sesame seeds → Carbs: 8.23, Protein: 6.2, Fat: 17.4, Fiber: 6.02, Energy: 214.13 | dry coconut → 2'tbsp = 30g | dry coconut → Carbs: 2.4, Protein: 2.18, Fat: 18.98, Fiber: 4.76, Energy: 189.15",,,,,,Chutney,,,,,,,,,,,,,,,,,"Sesame Seeds
Dry coconut","35'g
2'tbsp",,Tbsp,15gm,23.62,18.62,80.82,23.98,896.18
89464c7a-ac63-45b3-a0d5-5f3a179b47f2,Seed Laddoo,"{""Almond - 40 g"",""Cashew - 40 g"",""Walnut - 40 g"",""Seed Mix - 8"",""Dates - 13"",""Water - 0.25 cup"",""Ghee - 1 tsp""}","Almond - 40 g
Cashew - 40 g
Walnut - 40 g
Seed Mix - 8
Dates - 13
Water - 0.25 cup
Ghee - 1 tsp",,"Almond - 40'g
Cashew - 40'g
Walnut - 40'g
Seed Mix - 8'g
Dates - 13
Ghee - 1'tsp",8,1 laddoo,114,24.81,69.18,16.56,1177.55,2.00,147.2,"almond → direct: 40g | almond → Carbs: 8.64, Protein: 8.48, Fat: 19.96, Fiber: 5.23, Energy: 248.08 | cashew → direct: 40g | cashew → Carbs: 12.08, Protein: 7.28, Fat: 17.56, Fiber: 1.54, Energy: 235.32 | walnut → direct: 40g | walnut → Carbs: 5.48, Protein: 6.08, Fat: 26.08, Fiber: 2.16, Energy: 281.08 | seed mix → direct: 8g | seed mix → Carbs: 0.05, Protein: 0.05, Fat: 0.11, Fiber: 0, Energy: 1.39 | dates → 13 × 9g = 117g | dates → Carbs: 87.75, Protein: 2.93, Fat: 0.47, Fiber: 7.63, Energy: 366.68 | ghee → 1'tsp = 5g | ghee → Carbs: 0, Protein: 0, Fat: 5, Fiber: 0, Energy: 45",,0,Hard,High,,Dessert,Dessert,Almond,,,,Vegan,"Gluten free, Lactose free, Mushroom free",,Both,,Metro,,All Season,,1,,"Almond
Cashew
Walnut
Seed Mix
Dates
Ghee","40'g
40'g
40'g
8'g
13
1'tsp",,Numbers,25gm,57.00,12.41,34.59,8.28,588.78
8962066d-3131-402d-a38a-6f2a2f84a8e4,Barley(Jaun) Roti,"{""Barley flour - 1/2 cup"",""Carom seeds - 1/4 tsp"",""Water - as required"",""Salt - as per taste"",""(Optional) Curd - 1/2 tbsp""}","Barley flour - 1/2 cup
Carom seeds - 1/4 tsp
Water - as required
Salt - as per taste
(Optional) Curd - 1/2 tbsp",,"Barley flour - 55'g
Curd - 0.5'tbsp",1.5,1-2 roti,41.33,6.04,1.13,5.99,199.66,3.00,133.1,"barley flour → direct: 55g | barley flour → Carbs: 40.98, Protein: 5.78, Fat: 0.88, Fiber: 5.99, Energy: 194.98 | curd → 0.5'tbsp = 7.5g | curd → Carbs: 0.35, Protein: 0.26, Fat: 0.25, Fiber: 0, Energy: 4.69",,,,,,Roti,,,,,,,,,,,,,,,,,"Barley flour
Curd","55'g
0.5'tbsp",,Numbers,80gm,34.44,5.03,0.94,4.99,166.38
896a89a9-12c0-4ada-a263-99d6f5707906,Mocha Ghonto,"{""1 banana flower (mocha)"",""1 medium-sized potato, diced into small pieces"",""1 small onion, finely chopped"",""2-3 green chilies, slit (adjust to your spice preference)"",""1/2 teaspoon turmeric powder"",""1/2 teaspoon cumin powder"",""1/2 teaspoon coriander powder"",""1/2 teaspoon red chili powder (adjust to your spice preference)"",""Salt to taste"",""2-3 tablespoons mustard oil"",""Fresh coriander leaves for garnish (optional)""}","1 banana flower (mocha)
1 medium-sized potato
 diced into small pieces
1 small onion
 finely chopped
2-3 green chilies
 slit (adjust to your spice preference)
1/2 teaspoon turmeric powder
1/2 teaspoon cumin powder
1/2 teaspoon coriander powder
1/2 teaspoon red chili powder (adjust to your spice preference)
Salt to taste
2-3 tablespoons mustard oil
Fresh coriander leaves for garnish (optional)",,"Banana flower - 200'g
Potato - 1
Onion - 1
Mustard oil - 2.5'tbsp",2,1 bowl,48.5,6.82,38.42,11.58,566.75,2.00,283.4,"banana flower → direct: 200g | banana flower → Carbs: 9, Protein: 1.6, Fat: 0.6, Fiber: 5, Energy: 48 | potato → 1 × 170g = 170g | potato → Carbs: 29.75, Protein: 3.57, Fat: 0.17, Fiber: 2.91, Energy: 134.3 | onion → 1 × 150g = 150g | onion → Carbs: 9.75, Protein: 1.65, Fat: 0.15, Fiber: 3.68, Energy: 46.95 | mustard oil → 2.5'tbsp = 37.5g | mustard oil → Carbs: 0, Protein: 0, Fat: 37.5, Fiber: 0, Energy: 337.5",,,,,,Sabzi,,,,,,,,,,,,,,,,,"Banana flower
Potato
Onion
Mustard oil","200'g
1
1
2.5'tbsp",,Katori,150gm,16.17,2.27,12.81,3.86,188.92
89bef5df-dec0-437d-a021-49eb675cbe33,Yogurt With Berries,"{""Curd - 3/4 cup"",""Raspberry - 1/4 cup"",""Blueberry - 1/4 cup"",""Strawberry - 1/4 cup""}","Curd - 3/4 cup
Raspberry - 1/4 cup
Blueberry - 1/4 cup
Strawberry - 1/4 cup",,"Curd - 0.75'cup
Raspberry - 30'g
Blueberry - 35'g
Strawberry - 37'g",1,1.5 bowl,20.31,7.43,6.61,2.12,170.43,1.50,170.4,"curd → 0.75'cup = 187.5g | curd → Carbs: 8.81, Protein: 6.56, Fat: 6.19, Fiber: 0, Energy: 117.19 | raspberry → direct: 30g | raspberry → Carbs: 3.57, Protein: 0.36, Fat: 0.21, Fiber: 0, Energy: 17.52 | blueberry → direct: 35g | blueberry → Carbs: 5.08, Protein: 0.25, Fat: 0.11, Fiber: 1.19, Energy: 22.37 | strawberry → direct: 37g | strawberry → Carbs: 2.85, Protein: 0.26, Fat: 0.11, Fiber: 0.93, Energy: 13.36",,0,Hard,High,,Snack,Meal,Berries,,,,Vegetarian,"Gluten free, Nuts Free, Mushroom free",,International,,Metro,,Winter,,0,,"Curd
Raspberry
Blueberry
Strawberry","0.75'cup
30'g
35'g
37'g",,medium bowl,200ml,10.16,3.72,3.31,1.06,85.22
8a18758f-6f57-49b0-b1ae-88acabbcb42c,Tandoori Potato,"{""8 baby potatoes (boiled with skin intact)"",""1/3 cup curd/yogurt"",""1/2 tbsp oats flour"",""2 tsp kitchen king masala"",""1/4 tsp red chili powder"",""1/5 tsp coriander powder"",""1/4 tsp turmeric powder"",""1 tsp kasoori methi"",""1/3 tbsp lemon juice"",""1/2 tsp ginger garlic paste"",""2 tbsp mustard oil"",""Salt (to taste)"",""Lemon wedges (for serving)""}","8 baby potatoes (boiled with skin intact)
1/3 cup curd/yogurt
1/2 tbsp oats flour
2 tsp kitchen king masala
1/4 tsp red chili powder
1/5 tsp coriander powder
1/4 tsp turmeric powder
1 tsp kasoori methi
1/3 tbsp lemon juice
1/2 tsp ginger garlic paste
2 tbsp mustard oil
Salt (to taste)
Lemon wedges (for serving)",,"Potato - 2
Curd - 0.33'cup
Oats flour - 0.5'tbsp
Mustard oil - 1.5'tbsp

",2.5,3 baby potato,68.3,11.13,33.74,6.49,620.42,1.00,248.2,"potato → 2 × 170g = 340g | potato → Carbs: 59.5, Protein: 7.14, Fat: 0.34, Fiber: 5.81, Energy: 268.6 | curd → 0.33'cup = 82.5g | curd → Carbs: 3.88, Protein: 2.89, Fat: 2.72, Fiber: 0, Energy: 51.56 | oats flour → 0.5'tbsp = 7.5g | oats flour → Carbs: 4.93, Protein: 1.1, Fat: 0.68, Fiber: 0.68, Energy: 30.26 | mustard oil → 2'tbsp = 30g | mustard oil → Carbs: 0, Protein: 0, Fat: 30, Fiber: 0, Energy: 270",,,,,,Snack,,,,,,,,,,,,,,,,,"Potato
Curd
Oats flour
Mustard oil","2
0.33'cup
0.5'tbsp
1.5'tbsp",,medium bowl,200ml,13.66,2.23,6.75,1.30,124.08
8a1c77d3-5117-4b7b-a9af-bfd6971e057d,Bharleli Bhindi (Stuffed Bhindi),"{""Bhindi (Lady Finger/Okra) -100 gm"",""Salt, to taste"",""Mustard seeds 1/4 tsp"",""Turmeric powder -1/4 tsp"",""Roasted Peanuts-1 tbsp"",""Coriander seeds- 2 tsp"",""2 cloves Garlic"",""1/2 Green Chilli, freshly grated coconut- garnish, curry leave""}","Bhindi (Lady Finger/Okra) -100 gm
Salt
 to taste
Mustard seeds 1/4 tsp
Turmeric powder -1/4 tsp
Roasted Peanuts-1 tbsp
Coriander seeds- 2 tsp
2 cloves Garlic
1/2 Green Chilli
 freshly grated coconut- garnish
 curry leave",,"Bhindi - 100'g
Peanuts - 1'tbsp",2,3 stuffed bhindi,9.92,5.77,7.58,5.64,130.84,1.50,65.4,"bhindi → direct: 100g | bhindi → Carbs: 7.5, Protein: 1.9, Fat: 0.2, Fiber: 4.08, Energy: 39.2 | peanuts → 1'tbsp = 15g | peanuts → Carbs: 2.42, Protein: 3.87, Fat: 7.38, Fiber: 1.56, Energy: 91.64",,,,,,High Protein Sabzi,,,,,,,,,,,,,,,,,"Bhindi
Peanuts","100'g
1'tbsp",,Katori,150gm,3.31,1.92,2.53,1.88,43.61
8a645719-6b86-4acf-a7c8-15f2d7e6ea56,Aloo Gobhi Parantha,"{""Whole Wheat Flour - 1 cup (100 g)"",""Potato - 1"",""Cauliflower - 35 g chopped"",""Hot Water - 1/4 cup"",""Salt - as per taste"",""Green Chilli - 1"",""Cumin Powder - a pinch"",""Coriander Leaves - 2 tbsp"",""Desi Ghee - 2 tsp"",""(Optional) Ajwain - 1/4 tsp"",""(Optional) Red Chilli Powder - 1/4 tsp""}","Whole Wheat Flour - 1 cup (100 g)
Potato - 1
Cauliflower - 35 g chopped
Hot Water - 1/4 cup
Salt - as per taste
Green Chilli - 1
Cumin Powder - a pinch
Coriander Leaves - 2 tbsp
Desi Ghee - 2 tsp
(Optional) Ajwain - 1/4 tsp
(Optional) Red Chilli Powder - 1/4 tsp",,"Whole wheat flour - 120'g
Potato - 1
Cauliflower - 35'g
Ghee - 2'tsp",2.5,1 paratha,117.9,20.08,13.28,17.83,670.68,2.00,268.3,"whole wheat flour → direct: 120g | whole wheat flour → Carbs: 86.4, Protein: 15.84, Fat: 3, Fiber: 13.63, Energy: 435.84 | potato → 1 × 170g = 170g | potato → Carbs: 29.75, Protein: 3.57, Fat: 0.17, Fiber: 2.91, Energy: 134.3 | cauliflower → direct: 35g | cauliflower → Carbs: 1.75, Protein: 0.67, Fat: 0.11, Fiber: 1.3, Energy: 10.54 | ghee → 2'tsp = 10g | ghee → Carbs: 0, Protein: 0, Fat: 10, Fiber: 0, Energy: 90",,0,Hard,High,,Paratha,Breads,Potato,,,,Vegan,"Lactose free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,0,,"Whole wheat flour
Potato
Cauliflower
Ghee","120'g
1
35'g
2'tsp",,Numbers,110gm,42.87,7.30,4.83,6.48,243.88
8abbe693-26db-4db4-a046-9eaea98c4cd9,Spinach Pulao,"{""1 cup brown rice"",""1/4 cup carrot (chopped)"",""1/4 cup broccoli (chopped)"",""1/4 cup beans (chopped)"",""1/2 cup onion (chopped)"",""2.5 cups spinach paste"",""1/2 tsp cumin seeds"",""1 tsp kitchen king masala"",""1.5 tsp olive oil"",""2.5 cups water"",""Salt (to taste)"",""1/2 cup tomato (chopped)""}","1 cup brown rice
1/4 cup carrot (chopped)
1/4 cup broccoli (chopped)
1/4 cup beans (chopped)
1/2 cup onion (chopped)
2.5 cups spinach paste
1/2 tsp cumin seeds
1 tsp kitchen king masala
1.5 tsp olive oil
2.5 cups water
Salt (to taste)
1/2 cup tomato (chopped)",,"Brown rice - 190'g
Carrot - 30'g
Broccoli - 20'g
Beans - 25'g
Onion - 60'g
Spinach puree - 500'g
Olive oil - 1.5'tsp
Tomato - 75'g",3.5,1- 1.5 Cup,176.52,32.89,17.07,29.9,994.1,2.00,284.0,"brown rice → direct: 190g | brown rice → Carbs: 144.97, Protein: 14.25, Fat: 6.08, Fiber: 8.4, Energy: 691.6 | carrot → direct: 30g | carrot → Carbs: 1.95, Protein: 0.3, Fat: 0, Fiber: 1.35, Energy: 9 | broccoli → direct: 20g | broccoli → Carbs: 1.32, Protein: 0.56, Fat: 0.08, Fiber: 0.68, Energy: 8.24 | beans → direct: 25g | beans → Carbs: 6.75, Protein: 1.75, Fat: 0.25, Fiber: 1.98, Energy: 36.25 | onion → direct: 60g | onion → Carbs: 3.9, Protein: 0.66, Fat: 0.06, Fiber: 1.47, Energy: 18.78 | spinach puree → direct: 500g | spinach puree → Carbs: 14.7, Protein: 14.7, Fat: 2.95, Fiber: 14.7, Energy: 147.05 | olive oil → 1.5'tsp = 7.5g | olive oil → Carbs: 0, Protein: 0, Fat: 7.5, Fiber: 0, Energy: 67.5 | tomato → direct: 75g | tomato → Carbs: 2.93, Protein: 0.68, Fat: 0.15, Fiber: 1.33, Energy: 15.68",,0,Medium,High,,Pulao,Rice,Spinach,,,,Vegan,"Gluten free, Lactose free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,0,,"Brown rice
Carrot
Broccoli
Beans
Onion
Spinach puree
Olive oil
Tomato","190'g
30'g
20'g
25'g
60'g
500'g
1.5'tsp
75'g",,Katori,200gm,25.22,4.70,2.44,4.27,142.01
8b09c74d-7603-4918-84d2-6b330fcf7a1f,Fitelo Peppermint Rose Green Tea,"{""Fitelo Peppermint Rose Green Tea Leaves - 1 tsp"",""Water - 1 cup""}","Fitelo Peppermint Rose Green Tea Leaves - 1 tsp
Water - 1 cup",,Fitelo Peppermint Rose Green Tea - 2'g,1,1 Cup,1.31,0.25,0.06,0,6.59,1.00,6.6,"fitelo peppermint rose green tea → direct: 2g | fitelo peppermint rose green tea → Carbs: 1.31, Protein: 0.25, Fat: 0.06, Fiber: 0, Energy: 6.59",,,,,,Tea,,,,,,,,,,,,,,,,,Fitelo Peppermint Rose Green Tea,2'g,,Cup,150ml,0.87,0.17,0.04,0.00,4.39
8b2ec867-3def-4fe3-a9a3-86440e5e55fe,Safed Petha Water,"{""Ash Gourd (grated) - 2 cups (250-300 g)""}",Ash Gourd (grated) - 2 cups (250-300 g),,Ash Gourd (Petha) - 300'g,1,1 -1.5 Cup,8.52,2.37,0.42,10.11,47.4,1.00,47.4,"ash gourd (petha) → direct: 300g | ash gourd (petha) → Carbs: 8.52, Protein: 2.37, Fat: 0.42, Fiber: 10.11, Energy: 47.4",,0,Easy,Low,,Morning Water,NO,Pumpkin,,,,Vegan,"Gluten free, Lactose free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,1,,Ash Gourd (Petha),300'g,,glass,250ml,3.41,0.95,0.17,4.04,18.96
8b50c505-e3a4-49d8-8152-29a9acc09092,Pappu Charu,"{""Tur Dal (Toor Dal) - 1/3 cup"",""Water - as required"",""Tamarind Juice - 1 tsp"",""Onion - 1/2 (sliced)"",""Tomato - 1/2 (chopped)"",""Chilli Powder - 1/4 tsp"",""Coriander Leaves - 2 tsp (chopped)"",""Salt - as per taste"",""Green Chilli - 1/2"",""Curry Leaves - 8"",""Turmeric Powder - 1/4 tsp"",""Hing (Asafoetida) - pinch"",""Mustard Seeds - 1/2 tsp"",""Cumin Seeds - 1/2 tsp"",""Ghee - 2 tsp"",""Red Chilli - 1/2"",""Garlic - 1 (crushed)""}","Tur Dal (Toor Dal) - 1/3 cup
Water - as required
Tamarind Juice - 1 tsp
Onion - 1/2 (sliced)
Tomato - 1/2 (chopped)
Chilli Powder - 1/4 tsp
Coriander Leaves - 2 tsp (chopped)
Salt - as per taste
Green Chilli - 1/2
Curry Leaves - 8
Turmeric Powder - 1/4 tsp
Hing (Asafoetida) - pinch
Mustard Seeds - 1/2 tsp
Cumin Seeds - 1/2 tsp
Ghee - 2 tsp
Red Chilli - 1/2
Garlic - 1 (crushed)",,"Tur dal - 65'g
Ghee - 2'tsp
Onion - 0.5
Tomato - 0.5",2,1- 1.5 Cup,48.09,15.48,11.17,10.08,354.67,2.00,177.3,"tur dal → direct: 65g | tur dal → Carbs: 40.82, Protein: 14.11, Fat: 0.98, Fiber: 7.15, Energy: 228.35 | ghee → 2'tsp = 10g | ghee → Carbs: 0, Protein: 0, Fat: 10, Fiber: 0, Energy: 90 | onion → 0.5 × 150g = 75g | onion → Carbs: 4.88, Protein: 0.83, Fat: 0.08, Fiber: 1.84, Energy: 23.48 | tomato → 0.5 × 123g = 61.5g | tomato → Carbs: 2.4, Protein: 0.55, Fat: 0.12, Fiber: 1.09, Energy: 12.85",,,,,,Dal,,,,,,,,,,,,,,,,,"Tur dal
Ghee
Onion
Tomato","65'g
2'tsp
0.5
0.5",,Katori,150gm,16.03,5.16,3.72,3.36,118.22
8b6e5e3d-c3c7-40e8-abad-4d7653db89ad,Moong Dal Bhelpuri,"{""1 cup boiled moong dal"",""1/4 onion (finely chopped)"",""1/2 tomato (finely chopped)"",""1/2 cucumber (finely chopped)"",""1/3 teaspoon red chili powder"",""1 teaspoon chaat masala"",""Salt (to taste)"",""1/2 teaspoon cumin powder"",""1 tablespoon coriander leaves (chopped)"",""2 teaspoons lemon juice"",""1/3 cup pomegranate seeds (anar)""}","1 cup boiled moong dal
1/4 onion (finely chopped)
1/2 tomato (finely chopped)
1/2 cucumber (finely chopped)
1/3 teaspoon red chili powder
1 teaspoon chaat masala
Salt (to taste)
1/2 teaspoon cumin powder
1 tablespoon coriander leaves (chopped)
2 teaspoons lemon juice
1/3 cup pomegranate seeds (anar)",,"Moong dal - 60'g
Pomegranate - 55'g
Onion - 0.25
Tomato - 0.25
",2,1 Cup,51.48,15.96,1.48,3.02,282.54,2.00,141.3,"moong dal → direct: 60g | moong dal → Carbs: 37.56, Protein: 14.34, Fat: 0.72, Fiber: 0, Energy: 213.78 | pomegranate → direct: 55g | pomegranate → Carbs: 10.29, Protein: 0.94, Fat: 0.66, Fiber: 1.56, Energy: 50.6 | onion → 0.25 × 150g = 37.5g | onion → Carbs: 2.44, Protein: 0.41, Fat: 0.04, Fiber: 0.92, Energy: 11.74 | tomato → 0.25 × 123g = 30.75g | tomato → Carbs: 1.2, Protein: 0.28, Fat: 0.06, Fiber: 0.54, Energy: 6.43",,0,Easy,Low,,Chaat,Chaat,Moong Dal,,,,Vegan,"Gluten free, Lactose free, Nuts Free, Mushroom free",,India,,Both,,All Season,,0,,"Moong dal
Pomegranate
Onion
Tomato","60'g
55'g
0.25
0.25",,Katori,150gm,17.16,5.32,0.49,1.01,94.18
8ba1d89c-118d-4981-a3fc-e450d8322982,Raspberry Juice,"{""Raspberry - 1/2 cup"",""Apple - 2 medium-sized"",""Chia Seeds - 1 tsp"",""Black Pepper - a pinch"",""Mint Leaf - 5"",""Salt - a pinch"",""Ice Cube (Optional) - 4""}","Raspberry - 1/2 cup
Apple - 2 medium-sized
Chia Seeds - 1 tsp
Black Pepper - a pinch
Mint Leaf - 5
Salt - a pinch
Ice Cube (Optional) - 4",,"Raspberry - 65'g
Apple - 2
Chia seeds - 1'tsp",2,1 Cup,48.06,2.7,2.72,9.43,225.87,1.00,112.9,"raspberry → direct: 65g | raspberry → Carbs: 7.74, Protein: 0.78, Fat: 0.46, Fiber: 0, Energy: 37.96 | apple → 2 × 182g = 364g | apple → Carbs: 38.22, Protein: 1.09, Fat: 0.73, Fiber: 9.43, Energy: 162.34 | chia seeds → 1'tsp = 5g | chia seeds → Carbs: 2.11, Protein: 0.83, Fat: 1.54, Fiber: 0, Energy: 25.57",,0,Medium,Low,,Juice,Fruit,Berries,,,,Vegan,"Gluten free, Lactose free, Nuts Free, Mushroom free",,Both,,Metro,,All Season,,1,,#REF!,#REF!,,Glass,200ml,12.02,0.68,0.68,2.36,56.47
